order_batch_id,date,store_id,brand,store_name,channel,trade_area,menu_category,guests,avg_unit_krw,gross_sales_krw,channel_fee_krw,food_cost_krw
OF-260111-0011,2026-01-11,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,20,48500,970000,0,349200
OF-260111-0011,2026-01-11,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,20,18400,368000,0,103040
OF-260111-0011,2026-01-11,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,22,51400,1130800,0,384472
OF-260112-0012,2026-01-12,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,48,14000,672000,0,201600
OF-260112-0012,2026-01-12,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,75,54800,4110000,0,1479600
OF-260112-0012,2026-01-12,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,58,17000,986000,0,276080
OF-260112-0012,2026-01-12,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,52,45400,2360800,0,802672
OF-260113-0013,2026-01-13,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,78,14500,1131000,0,339300
OF-260113-0013,2026-01-13,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,53,54300,2877900,0,1036044
OF-260113-0013,2026-01-13,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,49,18100,886900,0,248332
OF-260113-0013,2026-01-13,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,75,43900,3292500,0,1119450
OF-260114-0014,2026-01-14,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,68,12200,829600,0,248880
OF-260114-0014,2026-01-14,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,74,54800,4055200,0,1459872
OF-260114-0014,2026-01-14,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,75,16500,1237500,0,346500
OF-260114-0014,2026-01-14,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,45,44100,1984500,0,674730
OF-260115-0015,2026-01-15,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,69,14600,1007400,0,302220
OF-260115-0015,2026-01-15,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,66,51800,3418800,0,1230768
OF-260115-0015,2026-01-15,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,40,17900,716000,0,200480
OF-260115-0015,2026-01-15,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,69,41500,2863500,0,973590
OF-260116-0016,2026-01-16,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,46,14200,653200,0,195960
OF-260116-0016,2026-01-16,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,72,49400,3556800,0,1280448
OF-260116-0016,2026-01-16,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,61,16600,1012600,0,283528
OF-260116-0016,2026-01-16,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,53,50300,2665900,0,906406
OF-260117-0017,2026-01-17,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,19,13500,256500,0,76950
OF-260117-0017,2026-01-17,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,26,50400,1310400,0,471744
OF-260117-0017,2026-01-17,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,21,18400,386400,0,108192
OF-260117-0017,2026-01-17,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,25,45400,1135000,0,385900
OF-260118-0018,2026-01-18,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,18,12400,223200,0,66960
OF-260118-0018,2026-01-18,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,21,55500,1165500,0,419580
OF-260118-0018,2026-01-18,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,20,15300,306000,0,85680
OF-260118-0018,2026-01-18,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,18,47600,856800,0,291312
OF-260119-0019,2026-01-19,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,72,14500,1044000,0,313200
OF-260119-0019,2026-01-19,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,43,50900,2188700,0,787932
OF-260119-0019,2026-01-19,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,64,15300,979200,0,274176
OF-260119-0019,2026-01-19,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,45,51000,2295000,0,780300
OF-260120-0020,2026-01-20,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,62,14300,886600,0,265980
OF-260120-0020,2026-01-20,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,75,50200,3765000,0,1355400
OF-260120-0020,2026-01-20,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,48,16100,772800,0,216384
OF-260120-0020,2026-01-20,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,60,45800,2748000,0,934320
OF-260121-0021,2026-01-21,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,72,14900,1072800,0,321840
OF-260121-0021,2026-01-21,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,50,53000,2650000,0,954000
OF-260121-0021,2026-01-21,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,59,17800,1050200,0,294056
OF-260121-0021,2026-01-21,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,55,42600,2343000,0,796620
OF-260122-0022,2026-01-22,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,58,12600,730800,0,219240
OF-260122-0022,2026-01-22,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,52,59900,3114800,0,1121328
OF-260122-0022,2026-01-22,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,59,17800,1050200,0,294056
OF-260122-0022,2026-01-22,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,63,41100,2589300,0,880362
OF-260123-0023,2026-01-23,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,83,14800,1228400,0,368520
OF-260123-0023,2026-01-23,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,87,58900,5124300,0,1844748
OF-260123-0023,2026-01-23,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,55,16300,896500,0,251020
OF-260123-0023,2026-01-23,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,57,45000,2565000,0,872100
OF-260124-0024,2026-01-24,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,19,14900,283100,0,84930
OF-260124-0024,2026-01-24,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,18,58100,1045800,0,376488
OF-260124-0024,2026-01-24,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,20,16100,322000,0,90160
OF-260124-0024,2026-01-24,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,27,51700,1395900,0,474606
OF-260125-0025,2026-01-25,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,27,12200,329400,0,98820
OF-260125-0025,2026-01-25,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,21,60500,1270500,0,457380
OF-260125-0025,2026-01-25,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,25,16600,415000,0,116200
OF-260125-0025,2026-01-25,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,28,41100,1150800,0,391272
OF-260126-0026,2026-01-26,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,63,14500,913500,0,274050
OF-260126-0026,2026-01-26,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,50,60400,3020000,0,1087200
OF-260126-0026,2026-01-26,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,47,15100,709700,0,198716
OF-260126-0026,2026-01-26,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,67,48100,3222700,0,1095718
OF-260127-0027,2026-01-27,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,45,14600,657000,0,197100
OF-260127-0027,2026-01-27,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,49,55600,2724400,0,980784
OF-260127-0027,2026-01-27,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,62,16100,998200,0,279496
OF-260127-0027,2026-01-27,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,61,46400,2830400,0,962336
OF-260128-0028,2026-01-28,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,56,14000,784000,0,235200
OF-260128-0028,2026-01-28,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,58,52900,3068200,0,1104552
OF-260128-0028,2026-01-28,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,76,15600,1185600,0,331968
OF-260128-0028,2026-01-28,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,61,49000,2989000,0,1016260
OF-260129-0029,2026-01-29,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,54,14900,804600,0,241380
OF-260129-0029,2026-01-29,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,72,48700,3506400,0,1262304
OF-260129-0029,2026-01-29,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,46,15500,713000,0,199640
OF-260129-0029,2026-01-29,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,70,50400,3528000,0,1199520
OF-260130-0030,2026-01-30,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,62,12200,756400,0,226920
OF-260130-0030,2026-01-30,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,81,57000,4617000,0,1662120
OF-260130-0030,2026-01-30,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,72,18300,1317600,0,368928
OF-260130-0030,2026-01-30,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,74,40600,3004400,0,1021496
OF-260131-0031,2026-01-31,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,22,13900,305800,0,91740
OF-260131-0031,2026-01-31,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,32,49500,1584000,0,570240
OF-260131-0031,2026-01-31,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,20,14800,296000,0,82880
OF-260131-0031,2026-01-31,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,26,43600,1133600,0,385424
OF-260201-0032,2026-02-01,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,47,12400,582800,0,174840
OF-260201-0032,2026-02-01,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,45,51200,2304000,0,829440
OF-260201-0032,2026-02-01,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,41,18000,738000,0,206640
OF-260201-0032,2026-02-01,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,50,41500,2075000,0,705500
OF-260202-0033,2026-02-02,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,90,11700,1053000,0,315900
OF-260202-0033,2026-02-02,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,120,56100,6732000,0,2423520
OF-260202-0033,2026-02-02,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,89,17400,1548600,0,433608
OF-260202-0033,2026-02-02,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,107,45300,4847100,0,1648014
OF-260203-0034,2026-02-03,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,69,14600,1007400,0,302220
OF-260203-0034,2026-02-03,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,116,54900,6368400,0,2292624
OF-260203-0034,2026-02-03,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,112,16700,1870400,0,523712
OF-260203-0034,2026-02-03,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,73,41900,3058700,0,1039958
OF-260204-0035,2026-02-04,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,125,14300,1787500,0,536250
OF-260204-0035,2026-02-04,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,122,59600,7271200,0,2617632
OF-260204-0035,2026-02-04,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,83,15400,1278200,0,357896
OF-260204-0035,2026-02-04,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,77,49300,3796100,0,1290674
OF-260205-0036,2026-02-05,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,109,13700,1493300,0,447990
OF-260205-0036,2026-02-05,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,91,60000,5460000,0,1965600
OF-260205-0036,2026-02-05,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,140,18300,2562000,0,717360
OF-260205-0036,2026-02-05,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,136,50400,6854400,0,2330496
OF-260206-0037,2026-02-06,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,106,12800,1356800,0,407040
OF-260206-0037,2026-02-06,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,117,58300,6821100,0,2455596
OF-260206-0037,2026-02-06,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,114,17600,2006400,0,561792
OF-260206-0037,2026-02-06,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,80,49400,3952000,0,1343680
OF-260207-0038,2026-02-07,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,45,14500,652500,0,195750
OF-260207-0038,2026-02-07,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,30,58500,1755000,0,631800
OF-260207-0038,2026-02-07,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,36,15600,561600,0,157248
OF-260207-0038,2026-02-07,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,43,43100,1853300,0,630122
OF-260208-0039,2026-02-08,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,29,12800,371200,0,111360
OF-260208-0039,2026-02-08,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,43,60500,2601500,0,936540
OF-260208-0039,2026-02-08,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,31,17000,527000,0,147560
OF-260208-0039,2026-02-08,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,33,51500,1699500,0,577830
OF-260209-0040,2026-02-09,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,134,12100,1621400,0,486420
OF-260209-0040,2026-02-09,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,136,50100,6813600,0,2452896
OF-260209-0040,2026-02-09,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,136,15500,2108000,0,590240
OF-260209-0040,2026-02-09,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,81,45400,3677400,0,1250316
OF-260210-0041,2026-02-10,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,99,13700,1356300,0,406890
OF-260210-0041,2026-02-10,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,112,52800,5913600,0,2128896
OF-260210-0041,2026-02-10,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,116,15400,1786400,0,500192
OF-260210-0041,2026-02-10,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,125,40500,5062500,0,1721250
OF-260211-0042,2026-02-11,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,119,14000,1666000,0,499800
OF-260211-0042,2026-02-11,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,133,56600,7527800,0,2710008
OF-260211-0042,2026-02-11,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,107,14700,1572900,0,440412
OF-260211-0042,2026-02-11,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,127,44200,5613400,0,1908556
OF-260212-0043,2026-02-12,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,121,14000,1694000,0,508200
OF-260212-0043,2026-02-12,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,88,51800,4558400,0,1641024
OF-260212-0043,2026-02-12,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,95,16000,1520000,0,425600
OF-260212-0043,2026-02-12,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,88,41900,3687200,0,1253648
OF-260213-0044,2026-02-13,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,131,13900,1820900,0,546270
OF-260213-0044,2026-02-13,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,128,55900,7155200,0,2575872
OF-260213-0044,2026-02-13,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,91,16600,1510600,0,422968
OF-260213-0044,2026-02-13,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,72,43700,3146400,0,1069776
OF-260214-0045,2026-02-14,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,41,13800,565800,0,169740
OF-260214-0045,2026-02-14,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,39,53600,2090400,0,752544
OF-260214-0045,2026-02-14,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,33,16300,537900,0,150612
OF-260214-0045,2026-02-14,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,49,49500,2425500,0,824670
OF-260215-0046,2026-02-15,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,16,13400,214400,0,64320
OF-260215-0046,2026-02-15,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,23,52100,1198300,0,431388
OF-260215-0046,2026-02-15,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,26,17400,452400,0,126672
OF-260215-0046,2026-02-15,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,24,43000,1032000,0,350880
OF-260216-0047,2026-02-16,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,25,12500,312500,0,93750
OF-260216-0047,2026-02-16,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,34,59000,2006000,0,722160
OF-260216-0047,2026-02-16,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,26,16100,418600,0,117208
OF-260216-0047,2026-02-16,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,37,42700,1579900,0,537166
OF-260217-0048,2026-02-17,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,39,12500,487500,0,146250
OF-260217-0048,2026-02-17,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,43,47800,2055400,0,739944
OF-260217-0048,2026-02-17,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,45,17500,787500,0,220500
OF-260217-0048,2026-02-17,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,30,45300,1359000,0,462060
OF-260218-0049,2026-02-18,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,44,13400,589600,0,176880
OF-260218-0049,2026-02-18,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,25,51000,1275000,0,459000
OF-260218-0049,2026-02-18,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,41,16200,664200,0,185976
OF-260218-0049,2026-02-18,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,40,48000,1920000,0,652800
OF-260219-0050,2026-02-19,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,73,14800,1080400,0,324120
OF-260219-0050,2026-02-19,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,86,55800,4798800,0,1727568
OF-260219-0050,2026-02-19,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,78,16400,1279200,0,358176
OF-260219-0050,2026-02-19,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,83,46700,3876100,0,1317874
OF-260220-0051,2026-02-20,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,78,13200,1029600,0,308880
OF-260220-0051,2026-02-20,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,58,51000,2958000,0,1064880
OF-260220-0051,2026-02-20,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,73,17500,1277500,0,357700
OF-260220-0051,2026-02-20,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,69,47600,3284400,0,1116696
OF-260221-0052,2026-02-21,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,17,12600,214200,0,64260
OF-260221-0052,2026-02-21,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,19,51900,986100,0,354996
OF-260221-0052,2026-02-21,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,23,15000,345000,0,96600
OF-260221-0052,2026-02-21,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,19,48300,917700,0,312018
OF-260222-0053,2026-02-22,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,18,13000,234000,0,70200
OF-260222-0053,2026-02-22,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,25,53200,1330000,0,478800
OF-260222-0053,2026-02-22,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,20,16100,322000,0,90160
OF-260222-0053,2026-02-22,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,31,47100,1460100,0,496434
OF-260223-0054,2026-02-23,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,79,14200,1121800,0,336540
OF-260223-0054,2026-02-23,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,60,47800,2868000,0,1032480
OF-260223-0054,2026-02-23,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,59,17400,1026600,0,287448
OF-260223-0054,2026-02-23,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,78,51200,3993600,0,1357824
OF-260224-0055,2026-02-24,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,70,13500,945000,0,283500
OF-260224-0055,2026-02-24,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,65,50600,3289000,0,1184040
OF-260224-0055,2026-02-24,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,51,16100,821100,0,229908
OF-260224-0055,2026-02-24,CH-001,Chai797,여의도IFC점,오피스상권,여의도,코스,44,44300,1949200,0,662728
OF-260225-0056,2026-02-25,CH-001,Chai797,여의도IFC점,오피스상권,여의도,딤섬,61,12200,744200,0,223260
OF-260225-0056,2026-02-25,CH-001,Chai797,여의도IFC점,오피스상권,여의도,요리,63,49400,3112200,0,1120392
OF-260225-0056,2026-02-25,CH-001,Chai797,여의도IFC점,오피스상권,여의도,면·밥,69,14500,1000500,0,280140
